#Source,#CH1,#CH2
#Second,#Volt,#Volt
-0.0003866,-0.032,0.0248
-0.00038656,-0.0336,0.0224
-0.00038652,-0.0328,0.0232
-0.00038648,-0.0328,0.0224
-0.00038644,-0.032,0.0224
-0.0003864,-0.0328,0.0232
-0.00038636,-0.032,0.024
-0.00038632,-0.0336,0.0248
-0.00038628,-0.0328,0.0232
-0.00038624,-0.032,0.0208
-0.0003862,-0.0336,0.0232
-0.00038616,-0.0328,0.0248
-0.00038612,-0.0328,0.0216
-0.00038608,-0.0328,0.024
-0.00038604,-0.032,0.024
-0.000386,-0.032,0.0248
-0.00038596,-0.0328,0.0232
-0.00038592,-0.0336,0.024
-0.00038588,-0.0336,0.0224
-0.00038584,-0.0336,0.0224
-0.0003858,-0.032,0.0224
-0.00038576,-0.032,0.0224
-0.00038572,-0.0328,0.0232
-0.00038568,-0.0336,0.0224
-0.00038564,-0.032,0.0224
-0.0003856,-0.0312,0.0224
-0.00038556,-0.0328,0.0224
-0.00038552,-0.0336,0.0224
-0.00038548,-0.0336,0.0224
-0.00038544,-0.0336,0.0232
-0.0003854,-0.0336,0.0232
-0.00038536,-0.0328,0.0224
-0.00038532,-0.0336,0.0224
-0.00038528,-0.0336,0.0224
-0.00038524,-0.0336,0.0224
-0.0003852,-0.0336,0.0216
-0.00038516,-0.0328,0.0232
-0.00038512,-0.032,0.0216
-0.00038508,-0.032,0.0224
-0.00038504,-0.0328,0.0224
-0.000385,-0.0336,0.0232
-0.00038496,-0.0336,0.0224
-0.00038492,-0.032,0.0224
-0.00038488,-0.0328,0.0224
-0.00038484,-0.0336,0.0232
-0.0003848,-0.0336,0.0224
-0.00038476,-0.0336,0.0224
-0.00038472,-0.0344,0.0224
-0.00038468,-0.0336,0.0224
-0.00038464,-0.0328,0.0208
-0.0003846,-0.032,0.0224
-0.00038456,-0.0336,0.0224
-0.00038452,-0.0328,0.0216
-0.00038448,-0.0336,0.0216
-0.00038444,-0.0336,0.0224
-0.0003844,-0.0336,0.0224
-0.00038436,-0.0328,0.0224
-0.00038432,-0.0328,0.0216
-0.00038428,-0.0312,0.0224
-0.00038424,-0.0328,0.0224
-0.0003842,-0.032,0.0224
-0.00038416,-0.0336,0.0208
-0.00038412,-0.0328,0.0224
-0.00038408,-0.0336,0.0216
-0.00038404,-0.032,0.0216
-0.000384,-0.032,0.02
-0.00038396,-0.0336,0.0224
-0.00038392,-0.032,0.0224
-0.00038388,-0.0336,0.0224
-0.00038384,-0.0344,0.0224
-0.0003838,-0.0344,0.0224
-0.00038376,-0.0336,0.0224
-0.00038372,-0.0328,0.0216
-0.00038368,-0.0336,0.0224
-0.00038364,-0.0336,0.0224
-0.0003836,-0.0336,0.0216
-0.00038356,-0.0328,0.0216
-0.00038352,-0.032,0.0216
-0.00038348,-0.032,0.0216
-0.00038344,-0.0336,0.0224
-0.0003834,-0.0328,0.0208
-0.00038336,-0.0336,0.0208
-0.00038332,-0.0328,0.0216
-0.00038328,-0.0336,0.0224
-0.00038324,-0.0344,0.0208
-0.0003832,-0.0336,0.0208
-0.00038316,-0.0328,0.0208
-0.00038312,-0.0336,0.0224
-0.00038308,-0.0328,0.0192
-0.00038304,-0.0336,0.0216
-0.000383,-0.032,0.0208
-0.00038296,-0.0336,0.0216
-0.00038292,-0.0336,0.0224
-0.00038288,-0.0336,0.0216
-0.00038284,-0.0336,0.0224
-0.0003828,-0.0336,0.0216
-0.00038276,-0.0328,0.0208
